"filename", "language", "YAML", "JavaScript", "Dart", "JSON", "HTML", "Markdown", "CMake", "C++", "Swift", "XML", "Properties", "comment", "blank", "total"
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\service\type\service_type_view.dart", "Dart", 0, 0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 35, 4, 213
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\service\update\update_service_binding.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\service\update\update_service_controller.dart", "Dart", 0, 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 4, 37, 235
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\service\update\update_service_view.dart", "Dart", 0, 0, 589, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 597
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\about_us\about_us_bindings.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\about_us\about_us_controller.dart", "Dart", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 46
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\about_us\about_us_view.dart", "Dart", 0, 0, 294, 0, 0, 0, 0, 0, 0, 0, 0, 8, 12, 314
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\general\create\create_general_bindings.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\general\create\create_general_controller.dart", "Dart", 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20, 118
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\general\create\create_general_view.dart", "Dart", 0, 0, 332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 343
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\general\general_bindings.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\general\general_controller.dart", "Dart", 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 161
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\general\general_view.dart", "Dart", 0, 0, 207, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 212
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\more_controller.dart", "Dart", 0, 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 178
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\more_view.dart", "Dart", 0, 0, 456, 0, 0, 0, 0, 0, 0, 0, 0, 39, 7, 502
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\plan\plan_bindings.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\plan\plan_controller.dart", "Dart", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 22
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\plan\plan_view.dart", "Dart", 0, 0, 312, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 318
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\user-vehicle\create\create_user_vehicle_bindings.dart", "Dart", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\user-vehicle\create\create_user_vehicle_controller.dart", "Dart", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 82
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\user-vehicle\create\create_user_vehicle_view.dart", "Dart", 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 134
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\user-vehicle\user_vehicle_bindings.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\user-vehicle\user_vehicle_controller.dart", "Dart", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 79
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\user-vehicle\user_vehicle_view.dart", "Dart", 0, 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 202
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\user\create\create_user_bindings.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\user\create\create_user_controller.dart", "Dart", 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16, 126
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\user\create\create_user_view.dart", "Dart", 0, 0, 240, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 248
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\user\update\update_user_bindings.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\user\update\update_user_controller.dart", "Dart", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 72
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\user\update\update_user_view.dart", "Dart", 0, 0, 205, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 210
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\user\user_bindings.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\user\user_controller.dart", "Dart", 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 76
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\user\user_view.dart", "Dart", 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 175
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\vehicles\create\create_vehicles_bindings.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\vehicles\create\create_vehicles_controller.dart", "Dart", 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 157
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\vehicles\create\create_vehicles_view.dart", "Dart", 0, 0, 644, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 661
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\vehicles\update\update_vehicles_bindings.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\vehicles\update\update_vehicles_controller.dart", "Dart", 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 159
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\vehicles\update\update_vehicles_view.dart", "Dart", 0, 0, 627, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 644
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\vehicles\vehicles_bindings.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\vehicles\vehicles_controller.dart", "Dart", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 90
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\more\vehicles\vehicles_view.dart", "Dart", 0, 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 198
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\reminder\create\create_reminder_binding.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\reminder\create\create_reminder_controller.dart", "Dart", 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 127
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\reminder\create\create_reminder_view.dart", "Dart", 0, 0, 369, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 373
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\reminder\reminder_controller.dart", "Dart", 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 93
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\reminder\reminder_view.dart", "Dart", 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 189
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\reminder\update\update_reminder_binding.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\reminder\update\update_reminder_controller.dart", "Dart", 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 141
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\reminder\update\update_reminder_view.dart", "Dart", 0, 0, 374, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 378
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\reports\reports_controller.dart", "Dart", 0, 0, 507, 0, 0, 0, 0, 0, 0, 0, 0, 68, 82, 657
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\reports\reports_view.dart", "Dart", 0, 0, 471, 0, 0, 0, 0, 0, 0, 0, 0, 27, 11, 509
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\root\root_bindings.dart", "Dart", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\root\root_controller.dart", "Dart", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\root\root_view.dart", "Dart", 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 71, 7, 196
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\setting\setting_bindings.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\setting\setting_controller.dart", "Dart", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11, 92
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\setting\setting_view.dart", "Dart", 0, 0, 619, 0, 0, 0, 0, 0, 0, 0, 0, 131, 20, 770
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\splash_screen.dart", "Dart", 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 86
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\routes\app_pages.dart", "Dart", 0, 0, 272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 307
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\routes\app_routes.dart", "Dart", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 38, 1, 80
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\services\app_service.dart", "Dart", 0, 0, 230, 0, 0, 0, 0, 0, 0, 0, 0, 4, 44, 278
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\services\notification_service.dart", "Dart", 0, 0, 197, 0, 0, 0, 0, 0, 0, 0, 0, 14, 40, 251
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\services\places_service.dart", "Dart", 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 13, 22, 167
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\services\translation_service.dart", "Dart", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 26
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\utils\app_theme.dart", "Dart", 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 0, 37, 5, 214
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\utils\constants.dart", "Dart", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 38, 4, 80
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\utils\database_tables.dart", "Dart", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 17, 1, 37
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\utils\utils.dart", "Dart", 0, 0, 1099, 0, 0, 0, 0, 0, 0, 0, 0, 27, 51, 1177
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\linux\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 25, 129
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\linux\flutter\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 10, 89
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\linux\flutter\generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 4, 5, 20
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\linux\flutter\generated_plugin_registrant.h", "C++", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 6, 16
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\linux\flutter\generated_plugins.cmake", "CMake", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 6, 26
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\linux\runner\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 6, 27
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\linux\runner\main.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 2, 7
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\linux\runner\my_application.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 25, 29, 145
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\linux\runner\my_application.h", "C++", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 7, 5, 19
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\macos\Flutter\GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 3, 4, 31
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\macos\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 2, 4, 13
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\macos\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 3, 14
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\macos\Runner\Base.lproj\MainMenu.xib", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 343, 0, 0, 1, 344
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\macos\Runner\MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 4, 16
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\pubspec.yaml", "YAML", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 18, 116
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\test\widget_test.dart", "Dart", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 32
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\web\index.html", "HTML", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 15, 5, 39
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\web\manifest.json", "JSON", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 20, 109
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\flutter\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 12, 110
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\flutter\generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 4, 5, 30
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\flutter\generated_plugin_registrant.h", "C++", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 6, 16
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\flutter\generated_plugins.cmake", "CMake", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 6, 30
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\runner\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 7, 41
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\runner\flutter_window.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 7, 16, 72
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\runner\flutter_window.h", "C++", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 5, 9, 34
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\runner\main.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 4, 10, 44
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\runner\resource.h", "C++", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 6, 2, 17
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\runner\utils.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 2, 10, 66
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\runner\utils.h", "C++", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 6, 6, 20
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\runner\win32_window.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 24, 55, 289
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\runner\win32_window.h", "C++", 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 31, 24, 103
"Total", "-", 54, 202, 27924, 8563, 19, 13, 469, 574, 73, 500, 10, 1464, 2337, 42202
